signatur;datum;datum_normiert;datum_unsicher;jahr;orte;orte_unsicher;regest;personen;personen_id;personen_unsicher;kategorien;unsicherheit_anmerkung;foto_ordner
StaAKr-0482;1485 I 2;1485_01_02;nein;1485;Freistadt im Mühlviertel;nein;"1485 I 2, Freistadt Kaiser Friedrich erlaubt dem Bürgermeister, Richter und Rat von Krems und Stein, von jedem Dreiing Wein, der auf der Dona herabgeführt wird, 60 Pfen. zum ""paw und zuerichtung"" beider Städte einzuheben. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960)";Friedrich III.;friedrich_iii;nein;Stadt und Raum|Vermögen und Finanzen|Wirtschaft;;StaAKr-0482
StaAKr-0483;1485 I 7;1485_01_07;nein;1485;Freistadt im Mühlviertel;nein;"1485 I 7, Freistadt Kaiser Friedrich III. überlässt 500 Pfund, die ihm Krems und Stein zur ""Bezahlung ettlicher Dienstleut"" geliehen haben, aus den Einnahmen der kais. Ämter den Städten. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960)";Friedrich III.;friedrich_iii;nein;Politik|Vermögen und Finanzen;;StaAKr-0483
StaAKr-0484;1485 I 9;1485_01_09;nein;1485;Freistadt im Mühlviertel;nein;1485 I 9, Freistadt Sigmund Prueschinkh, Freyherr zu Stettenberg, Oberster Truchs. in Steir, Hofmarschall und Kanzler, ersucht die Städte, die fälligen 200 Pfund seinem Diener Steffan Werdemfelser zu geben. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Steffan Werdemfelser|Sigmund Pruschinkch;steffan_werdemfelser|sigmund_pruschinkch;ja;Vermögen und Finanzen;"Personenidentifikation unsicher: vermutlich Sigmund Pruschinkch (Regest nennt ""Sigmund"")";StaAKr-0484
StaAKr-0485;1485 I 9;1485_01_09;nein;1485;Freistadt im Mühlviertel;nein;1485 I 9, Freistadt Sigmund Prueschenkh quittiert die Zahlung von 200 Pfund durch die Städte. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Sigmund Pruschinkch;sigmund_pruschinkch;ja;Vermögen und Finanzen;"Personenidentifikation unsicher: vermutlich Sigmund Pruschinkch (Regest nennt ""Sigmund"")";StaAKr-0485
StaAKr-0486;1485 I 12;1485_01_12;nein;1485;Wien;nein;1485 I 12, Krems Sigmund Miroskowitz bestätigt im Namen des Kaisers die Zahlung von 200 Pfund durch Krems und Stein für die Dienstleute, die er im kaiserl. Auftrage nach Wien führt. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Sigmund Miroskowitz;sigmund_miroskowitz;nein;Politik|Vermögen und Finanzen;;StaAKr-0486
StaAKr-0487;1485 III 24;1485_03_24;nein;1485;Krems;nein;1485 III 24, Krems Sigmund von Miroskowitz quittiert den Städten die Zahlung von 500 Pfund an den Kaiser. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Sigmund Miroskowitz;sigmund_miroskowitz;nein;Vermögen und Finanzen|Verwaltung;;StaAKr-0487
StaAKr-0488;1485 V 8;1485_05_08;nein;1485;Korneuburg;nein;"1485 V 8, Stein Bürgermeister und Rat von Stein bestätigen den Empfang von 10 Pfund aus den Ämtern beider Städte; ""an den Cenntten pulver und dreyczehen Stainein pugsn Kugl, die zu Hauffnytz gehoernt so wir dem Wolgebornn Herrn Hainreichen Prueschenkch in des veldgen Korn Newnburg geben haben"". Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960)";Heinrich Pruschinkch;heinrich_pruschinkch;ja;Vermögen und Finanzen|Verwaltung;"Personenidentifikation unsicher: vermutlich Heinrich Pruschinkch (Regest nennt ""Prueschenkch"")";StaAKr-0488
StaAKr-0489;1485 VI 6;1485_06_06;nein;1485;Wien;nein;"1485 VI 6, Wien König Mathias von Böhmen und Ungarn berichtet dem Bürgermeister, Richter und Rate und der Gemeinde ""der stat zu Krembs"", daß er Wien, ""ain hawt des Landes Osterrich erobert habe und fordert Abgeordnete auf einem Landtag auf ""Sand Johannstag zu Sunnenwenden"" Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960)";Matthias Corvinus;matthias_corvinus;nein;Politik|Verwaltung;;StaAKr-0489
StaAKr-0490;1485 VI13;1485_06_13;nein;1485;Tulln;nein;"1485 VI13, Tulln Sigmund von Miroskowitz  und die Stadt Tulln klagen über die schwere Belagerung seitens der Feinde und bitten ihre ""nachparn"" Krems und Stein, sie nicht zuverlassen und mit Mannschaft zu unterstützen. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960)";Sigmund Miroskowitz;sigmund_miroskowitz;nein;Politik|Rechtswesen;;StaAKr-0490
StaAKr-0491;1485 VI 16;1485_06_16;nein;1485;Salzburg;nein;1485 VI 16, Salzburg Kaiser Friedrich fordert Krems und Stein auf, dem Landtag des Mathias nicht zu beschicken und ihm und seinem Vetter Sigmund und seinem Sohn Maximilian treu zu bleiben, wie sie es seinen Vorfahren waren. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Friedrich III.|Matthias Corvinus|Erzherzog Sigmund von Tirol|Maximilian I.;friedrich_iii|matthias_corvinus|sigmund_von_tirol|maximilian_i;nein;Politik;;StaAKr-0491
StaAKr-0492;1485 VII 3;1485_07_03;nein;1485;Innsbruck;nein;"1485 VII 3, Innsbruck Kaiser Friedrich teilt den Städten Krems und Stein mit, daß sein Vetter Sigismund ihm helfen werde das Land zu besetzen; auch werden seine Räte nach Österreich kommen. Der Kaiser fordert nochmals zur Treue auf und schreibt für den Jakob-Tag im Schnitt eine Beratung nach Krems aus, um der Landesnot abzuhelfen. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960)";Friedrich III.|Erzherzog Sigmund von Tirol;friedrich_iii|sigmund_von_tirol;nein;Politik|Verwaltung;;StaAKr-0492
StaAKr-0493;1485 VII 5;1485_07_05;nein;1485;Wien;nein;1485 VII 5, Wien Bürgermeister Richter und Rat von Wien entschuldigen in einem Schreiben an genannte Städte und Reichsstände ihre Übergabe an die Ungarn. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);;;nein;Politik|Verwaltung;;StaAKr-0493
StaAKr-0494;1485 VII 21;1485_07_21;nein;1485;Wien;nein;"1485 VII 21, Wien Bürgermeister, Richter und Rat von Wien richten an die Städte Krems und Stein ein Schreiben, in dem sie ihre Not schildern und mitteilen, daß sie sich dem Kaiser Mathias ergeben mußten; davon verständigeten sie auch die Großen des deutschen Reiches und etliche Städte, doch sei der Bote mit den Briefen durch die Bewohner von Krems und Stein gefangen wordenBürgermeister Richter und Rat von Wien entschuldigen in einem Schreiben an genannte Städte und Reichsstände ihre Übergabe an die Ungarn. sie bitten nun, ihnen die Briefe zurückzustellen und ihnen nicht schlecht nachzureden. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960)";Matthias Corvinus;matthias_corvinus;nein;Politik|Verwaltung;;StaAKr-0494
StAK-UrkKr-0495;1485 VII 23;1485_07_23;nein;1485;Memmingen;nein;1485 VII 23, Memmingen ( zu Memyngen ) Kaiser Friedrich [III.] befiehlt ( Emphelhen ... und well[e]n ) [ den Ersamen weisen und besonnder lieben und getrewn Bürgermeister, Richter, Rat und Gemeinde von Krems und Stein ( Krembs und Stain ) ], nachdem er mit Kunz Stybor ( Contzen Stybor ) ausgehandelt hat, dass dieser während der Kriegshandlungen in den Städten Krems und Stein bleibt, diesem sowie dem Hauptmann seines Verwandten ( Vetern ), dem Fürsten Erzherzog Sigismund von Österreich sowie dem Wolfgang Meilersdorfer ( Meylestorffer ) gehorsam zu sein. Auch sollen die Empfänger nach den Anordnungen Stybors eine Bastei ( Pastein ) zwischen den beiden Städten errichten, damit sie ausreichend versorgt sind und eine Stadt von der anderen nicht getrennt wird. Das sind die Empfänger dem Aussteller wie auch sich selbst schuldig. Damit handeln sie im Sinne des Ausstellers. Siegler: der Aussteller. Source Regest: Stadtarchiv Krems, 2020.;Friedrich III.|Kunz Stybor|Erzherzog Sigmund von Tirol|Wolfgang Meilersdorfer;friedrich_iii|kunz_stybor|sigmund_von_tirol|wolfgang_meilersdorfer;nein;Politik|Rechtswesen|Stadt und Raum|Verwaltung;;StAK-UrkKr-0495
StaAKr-0496;1485 VIII 18;1485_08_18;nein;1485;Etsdorf am Kamp;ja;1485 VIII 18 Erbschaftssache, Zacharias Penelginger, Pfleger zu Etzersdorf und Sigmund, Erzherzog zu Österreich und Tirol. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Zacharias Penelginger|Erzherzog Sigmund von Tirol;zacharias_penelginger|sigmund_von_tirol;nein;Rechtswesen|Vermögen und Finanzen;Ortsidentifikation unsicher: Etsdorf am Kamp (nicht eindeutig aus dem Regest-Text ableitbar);StaAKr-0496
StaAKr-0497;1485 X 19;1485_10_19;nein;1485;Krems;nein;"1485 X 19, Krems Hanns Papst, mitboner zu Krembs und seine Frau Barbara verkaufen ihren Garten bei ihrem Haus ""auf unnser Frawen perg"" dem Priester Thaman Steungl, Kaplan am St. Mich. - Altar zu St. Veit in Krems und seinen Nachfolgern; von diesem Garten sind jährl. 10 Pfen. Burgrecht in ihr gen. Haus zu St. Mich. zu entrichten. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960)";Hanns Papst|Barbara Papst|Thaman Steungl;hanns_papst|barbara_papst|thaman_steungl;nein;Religion|Stadt und Raum|Vermögen und Finanzen;;StaAKr-0497
StaAKr-0499;1486 I 1;1486_01_01;nein;1486;Groningen|Loket;ja;1486 I 1, Groningen Erzbischof Ernst von Magdeburg publiziert die Bannbriefe Sixtus IV. und Alexander VI. gegen die Plünderer der Stadt Elbogen i. B. Notariatsinstrument. Joh. Lintz not. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Ernst von Magdeburg|Sixtus IV.|Alexander VI.;ernst_von_magdeburg|sixtus_iv|alexander_vi;nein;Rechtswesen|Religion;Ortsidentifikation unsicher: Loket (nicht eindeutig aus dem Regest-Text ableitbar);StaAKr-0499
StaAKr-0500;1486 III 9;1486_03_09;nein;1486;Freistadt im Mühlviertel;nein;1486 III 9 Paul Burger, Bürger zu Freistadt verkauft als Vormund Hans Bürgers, seines Vetters Mathias Kind dem Andreas Kollenpekchen, Bürger zu Freistadt und seiner Katharina ein Haus in Freistadt. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Paul Burger|Hans Burger|Mathias|Andreas Kollenpekchen|Katharina Kollenpekchen;paul_burger|hans_burger|mathias_1486|andreas_kollenpekchen|katharina_kollenpekchen;nein;Stadt und Raum|Vermögen und Finanzen;;StaAKr-0500
StaAKr-0501;1486 XII 1;1486_12_01;nein;1486;Bacharach;ja;1486 XII 1, Bacherach Kaiser Friedrich III. verspricht Hilfe für die Erblande aus dem Reich und befiehlt, Krems zu hüten, bis er und sein Sohn kämen. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Friedrich III.;friedrich_iii;nein;Politik|Verwaltung;"Ortsidentifikation unsicher: vermutlich Bacharach (Regest nennt ""Bacherach"")";StaAKr-0501
StaAKr-0502;1487 I 7;1487_01_07;nein;1487;Wels;nein;1487 I 7, Wels Jobst Kirchlinger berichtet dem Bürgermeister von Krems von dem Gesuch der Stadt an den Kaiser und von seiner Reise. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Jobst Kirchlinger;jobst_kirchlinger;nein;Politik|Verwaltung;;StaAKr-0502
StaAKr-0503;1487 II 3;1487_02_03;nein;1487;Lichtenwörth;nein;1487 II 3, Lichtenwörth Kaiser Mathias von Ungarn und Böhmen ladet zu einem Landtag und sichert den Abgeordneten sicheres Geleit zu. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Matthias Corvinus;matthias_corvinus;nein;Politik;;StaAKr-0503
StaKr-0511a;1487 II 07;1487_02_07;nein;1487;;nein;noch kein Regest vorhanden;;;ja;;;StaKr-0511a
StaAKr-0504;1487 II 16;1487_02_16;nein;1487;Innsbruck;nein;1487 II 16, Innsbruck Herzog Sigismund weist der vom Feinde geschädigten Stadt leihweise 1000 rhein. Gulden von Kärnten an. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Erzherzog Sigmund von Tirol;sigmund_von_tirol;nein;Politik|Soziales Leben|Vermögen und Finanzen;;StaAKr-0504
StaAKr-0505;1487 II 27;1487_02_27;nein;1487;Salzburg;nein;1487 II 27, Salzburg Erzbischof Johannes von Gran, Administrator von Salzburg teilt mit, daß er Krems nicht mit Geld zu Hilfe kommen könne, da der Kaiser selbst keines besitze. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Johannes von Gran;johannes_von_gran;nein;Politik|Vermögen und Finanzen;;StaAKr-0505
StaAKr-0506;1487 III 12;1487_03_12;nein;1487;Wiener Neustadt;nein;1487 III 12, Im Felde vor Neustadt König Mathias droht der Stadt, da sie den Landtag nicht beschickte mit Krieg. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Matthias Corvinus;matthias_corvinus;nein;Politik|Verwaltung;;StaAKr-0506
StaAKr-0507;1487 IV 26;1487_04_26;nein;1487;Nürnberg;nein;1487 IV 26, Nürnberg Kaiser Friedrich III. gestattet Krems allein, so lange Stein in feindlichen Händen ist, den Gebrauch des gemeinsamen Wappens und Siegels. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Friedrich III.;friedrich_iii;nein;Politik|Rechtswesen;;StaAKr-0507
StaAKr-0508;1487 VI 7;1487_06_07;nein;1487;Nürnberg|Melk|Gmunden;nein;1487 VI 7, Nürnberg Kaiser Friedrich III. befiehlt dem Abt von Melk, Krems die versprochenen 100 Pf. Salz von Gmunden aufschlagfrei passieren zu lassen, ebenso Proviant u.a. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Friedrich III.;friedrich_iii;nein;Verwaltung|Wirtschaft;;StaAKr-0508
StaAKr-0509;1487 VII 5;1487_07_05;nein;1487;Nürnberg;nein;1487 VII 5, Nürnberg Kaiser Friedrich III. befreit Krems ob seiner loyalen Haltung von der Maut in den Erblanden. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Friedrich III.;friedrich_iii;nein;Politik|Wirtschaft;;StaAKr-0509
StaAKr-0510;1487 VIII 17;1487_08_17;nein;1487;Enns;nein;1487 VIII 17, Enns Herzog Albrecht von Sachsen obertser Hauptmann des Kaisers, befiehlt Krems am Freitag nach Bartholomäus in Enns oder wo das Lager sich befindet, sich gerüstet zu stellen. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Albrecht von Sachsen;albrecht_der_beherzte_sachsen;nein;Politik|Verwaltung;;StaAKr-0510
StaAKr-0511;1487 VIII 23;1487_08_23;nein;1487;Enns;nein;"1487 VIII 23, Enns Herzog Albrecht von Sachsen nimmt Hans Dachsperg mit 100 Fußknechten in seine Dienste auf drei Monate; am 6. Sept. sollen sie in Krems gestellt sein. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960)";Albrecht von Sachsen|Hans Dachsperg;albrecht_der_beherzte_sachsen|hans_dachsperg;nein;Politik;;StaAKr-0511
StaAKr-0512;1488 II 17;1488_02_17;nein;1488;Innsbruck;nein;1488 II 17, Innsbruck Kaiser Friedrich III. bittet die Stadt, die entlassenen Söldner Herzog Albrechts von Sachsen zu versorgen, damit sie zum Schutze der Stadt bleiben. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Friedrich III.|Albrecht von Sachsen;friedrich_iii|albrecht_der_beherzte_sachsen;nein;Politik|Soziales Leben;;StaAKr-0512
StaAKr-0513;1488 II 24;1488_02_24;nein;1488;Innsbruck|Sarmingstein|Ybbs an der Donau|Melk|Dürnstein|Struden;nein;1488 II 24, Innsbruck Kaiser Frriedrich III. befiehlt den Mautnern in Struden, Sarmingstein, Ybbs, Melk und Dürnstein 100 Pf. Salz für Krems mautfrei passieren zu lassen. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Friedrich III.;friedrich_iii;nein;Verwaltung|Wirtschaft;;StaAKr-0513
StaAKr-0514;1488 II 29;1488_02_29;nein;1488;Innsbruck|Rehberg bei Krems;nein;1488 II 29, Innsbruck Kaiser Friedrich III. befiehlt Krems, das Schloß Rechberg, auf dem der Mühlbanger Geld liegen hat, das er Fremden vergeben wolle, zu besetzen. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Friedrich III.|Mühlbanger;friedrich_iii|muehlbanger_1488;nein;Rechtswesen|Vermögen und Finanzen|Verwaltung;;StaAKr-0514
StaAKr-0515;1488 V 3;1488_05_03;nein;1488;Salzburg|Steyr;nein;1488 V 3, Salzburg Erzbischof Johann von Salzburg fordert Krems auf, Abgeordnete nach Steyr zu schicken (Mai 15) um mit König Mathias über die Verlängerung des Waffenstillstandes zu verhandeln. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Johann von Salzburg|Matthias Corvinus;johann_von_salzburg|matthias_corvinus;nein;Politik|Verwaltung;;StaAKr-0515
StaAKr-0516;1488 VI 3;1488_06_03;nein;1488;Aalst, Belgien|Krems;nein;1488 VI 3, Alst in Flandern Kaiser Friedrich III. ermächtigt die Stadt Krems, das Gmundener Salz auf der Donau aufzuhalten, solange die Amtleute nicht das versprochene ausfolgen. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Friedrich III.;friedrich_iii;nein;Politik|Rechtswesen|Verwaltung|Wirtschaft;;StaAKr-0516
StaAKr-0517;1488 VI 29;1488_06_29;nein;1488;Gent, Belgien|Rehberg bei Krems;nein;1488 VI 29, Im Feld bei Gent Kaiser Friedrich gestattet Krems 100 Dreiling Wein mautfrei auszuführen, damit sie Rechperg einlösen könnten. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Friedrich III.;friedrich_iii;nein;Vermögen und Finanzen|Wirtschaft;;StaAKr-0517
StaAKr-0518;1488 VI 29;1488_06_29;nein;1488;Gent, Belgien|Krems;nein;1488 VI 29, Im Feld bei Gent Kaiser Friedrich III. stellt den Paß Nr. 517 aus. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Friedrich III.;friedrich_iii;nein;Stadt und Raum|Verwaltung;;StaAKr-0518
StaAKr-0519;1488 VII 4;1488_07_04;nein;1488;Landshut;nein;1488 VII 4, Lanshut Herzog Georg von Baiern ersucht Krems mitzuwirken, daß dem Jörigen Wisinger von Braunau von dem Kremser Bürger Bernhart Schreckenpawr die Schuld bezahlt werde. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Georg von Bayern|Jörigen Wisinger von Braunau|Bernhart Schreckenpawr;georg_der_reiche_bayern|joerigen_wisinger_von_braunau|bernhart_schreckenpawr;nein;Rechtswesen|Vermögen und Finanzen;;StaAKr-0519
StAK-UrkKr-0520;1488 VII 21;1488_07_21;nein;1488;Bógget, Belgien;ja;1488 VII 21, Bocholt (im Veld bey Bucholt in Flanndern) Kaiser Friedrich [III.] gestattet (haben ... vergu?nnt und erlaubt, vergu?nnen und erlauben) als regierender Herr und Landesfürst den Ersamen weisen Bürgermeister, Richter, Rat und Bürgern von Krems (Krembs) und allen Nachfolgern auf deren Bitte sowie aufgrund der treuen Dienste im derzeitigen wie auch in vergangenen Kriegshandlungen, die die Empfänger mit ihrem Leben und ihrem Besitz geleistet haben und dies künftig tun werden, die Niederlage und den Handel mit Salz, den bisher die Bürger in Stein (Stain) innegehabt hatten, fortan ungehindert in Krems zu betreiben, unter Vorbehalt der Oberhoheit des Ausstellers. Er befiehlt (gebieten ... und wellen) allen Hauptleuten, Grafen, Freiherren, Rittern und Knechten, Verwesern, Vizedomen, Pflegern, Burggrafen, Landrichtern, Bürgermeistern, Richtern, Räten, Bürgern, Gemeinden und allen anderen Amtsleuten, Untertanen und Getreuen, die Empfänger in ihren Privilegien nicht zu behindern noch dies irgendjemandem zu gestatten, unter Beachtung der Oberhoheit des Ausstellers. Siegler: der Aussteller. Quelle Regest: Stadtarchiv Krems, 2020.;Friedrich III.;friedrich_iii;nein;Politik|Rechtswesen|Wirtschaft;Ortsidentifikation unsicher: Bógget, Belgien (nicht eindeutig aus dem Regest-Text ableitbar);StAK-UrkKr-0520
StaAKr-0521;1488 VII 24;1488_07_24;nein;1488;Leuven, Belgien;ja;"1488 VII 24, Im Feld zu Ernberg in Flandern Kaiser Friedrich III. teilt mit, daß er Krems trotz des bald endigenden Friedens mit Ungarn kein Geld und keine Truppen schicken könne; letztere wolle er von Gen.verschaffen, die Bürger aber sollen alle Vorsorge zur Bewahrung der Stadt treffen. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960)";Friedrich III.;friedrich_iii;nein;Politik|Vermögen und Finanzen;Ortsidentifikation unsicher: Leuven, Belgien (nicht eindeutig aus dem Regest-Text ableitbar);StaAKr-0521
StaAKr-0522;1488 XI 11;1488_11_11;nein;1488;Salzburg|Enns;nein;1488 XI 11, Salzburg Erzbischof Johann von Salzburg verspricht Krems, der Stadt Enns zu schreiben, daß sie vom Salz, das Krems vom Kaiser erhielt, nicht ungebührliche Maut einhebe. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Johann von Salzburg;johann_von_salzburg;nein;Vermögen und Finanzen|Verwaltung|Wirtschaft;;StaAKr-0522
StaAKr-0523;1488 XI 24;1488_11_24;nein;1488;Worms;nein;1488 XI 24, Worms Kaiser Friedrich III. befiehlt aanläßlich seines Todes einiger Ratsherren die Neuwahl von Bürgermeister, Richter und Rat. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Friedrich III.;friedrich_iii;nein;Politik|Verwaltung;;StaAKr-0523
StaAKr-0523a;1489 XII 31;1489_12_31;nein;1489;Linz;nein;1489 XII 31, Linz Kaiser Friedrich III. befiehlt die Wahlen für 1490 vorzunehmen und Sigmund Hager den Eid zu leisten. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Friedrich III.|Sigmund Hager;friedrich_iii|sigmund_hager;nein;Politik|Verwaltung;;StaAKr-0523a
StaAKr-0524;1490 III 20;1490_03_20;nein;1490;Linz;nein;1490 III 20, Linz Kaiser Friedrich III. befiehlt den Rat vollzählig zu wählen. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Friedrich III.;friedrich_iii;nein;Politik|Verwaltung;;StaAKr-0524
StaAKr-0525;1490III 27;1490_03_27;nein;1490;Wien;nein;1490III 27 Wilhelm von Bibra u.a. erinnern Mthias an den Waffenstillstand mit dem KaiserKaiser Friedrich III. befiehlt den Rat vollzählig zu wählen. Er möge Krems deshalb nicht mit seinen Forderungen bedrängen. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Wilhelm von Bibra|Mthias|Friedrich III.;wilhelm_von_bibra|mthias_1490|friedrich_iii;nein;Politik|Verwaltung;;StaAKr-0525
StaAKr-0526;1490 IV 2;1490_04_02;nein;1490;Linz;nein;1490 IV 2, Linz Kaiser Friedrich III. bestellt Sigmund Hager als Hauptmann der Stadt und befiehlt seinen Dienstleuten, ihm und dem Bürgermeister, Richter und Rat den Eid zu leisten. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Friedrich III.|Sigmund Hager;friedrich_iii|sigmund_hager;nein;Politik|Verwaltung;;StaAKr-0526
