signatur;datum;datum_normiert;datum_unsicher;jahr;orte;orte_unsicher;regest;personen;personen_id;personen_unsicher;kategorien;unsicherheit_anmerkung;foto_ordner
StaAKr-0713;1531 I 20;1531_01_20;nein;1531;Wien;nein;1531 I 20 Ferdinand befiehlt, seinem Kastner Matthäus Härpfer das Ausschenken seines Bauweines zu gestatten. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Ferdinand I.|Matthäus Härpfer;ferdinand_i|matthaeus_haerpfer;nein;Verwaltung|Wirtschaft;;StaAKr-0713
StaAKr-0714;1531 III 29;1531_03_29;nein;1531;Wien;nein;1531 III 29 Steuerausschreibung der Stände. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);;;nein;Politik|Vermögen und Finanzen;;StaAKr-0714
StaAKr-0714a;1531 IV 1;1531_04_01;nein;1531;Andrach;nein;1531 IV 1 Erbschaftsache: Leonhart Vischer, Bürger zu Krems, Wolfgang Painhaster zu Andrach. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Leonhart Vischer|Wolfgang Painhaster;leonhart_vischer|wolfgang_painhaster;nein;Bevölkerung und Bevölkerungsgruppen|Rechtswesen|Vermögen und Finanzen;;StaAKr-0714a
StaAKr-0714b;1531 IV 19;1531_04_19;nein;1531;Krems;nein;"1531 IV 19 Erbschaftssache: Veit Scharf, Fleischhacker, sonst Hebenstreit genannt; Michel Püchler, Schlüsselamtmann zu Krems; Bartolomäus Kienast zu Krems. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960)";Veit Scharf|Hebenstreit|Michael Püchler|Bartolomäus Kienast;veit_scharf|hebenstreit_1531|michael_puechler|bartolomaeus_kienast;nein;Bevölkerung und Bevölkerungsgruppen|Rechtswesen|Vermögen und Finanzen;;StaAKr-0714b
StaAKr-0714c;1531 IV 23;1531_04_23;nein;1531;Praha;nein;"1531 IV 23 Erbschaftssache: Ignatz Nauschl, Mitbürger zu Prag; Clauß Ränner, Schneider und Bürger zu Krems; Behaim, Mautner zu Stein; Michael Püchler, Schlüsselamtmann  zu Krems. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960)";Ignatz Nauschl|Clauß Ränner|Behaim|Michael Püchler;ignatz_nauschl|clauss_raenner|behaim_1531|michael_puechler;nein;Bevölkerung und Bevölkerungsgruppen|Rechtswesen|Vermögen und Finanzen;;StaAKr-0714c
StaAKr-0715;1531 V 18;1531_05_18;nein;1531;Karlstadt;ja;1531 V 18 Richter und Schöffen des Dorfgerichtes zu Karleburg, Bistum Würzburg bekennen, daß Klaus Vosthart eine Zeit in Krems einen Ansitz gehabt hat. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Klaus Vosthart;klaus_vosthart;nein;Bevölkerung und Bevölkerungsgruppen|Rechtswesen;"Ortsidentifikation unsicher: vermutlich Karlstadt (Regest nennt ""Karleburg"")";StaAKr-0715
StaAKr-0716;1531 VI 17;1531_06_17;nein;1531;Wien;nein;1531 VI 17 Steuerausschreibung der Stände. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);;;nein;Politik|Vermögen und Finanzen;;StaAKr-0716
StaAKr-0716a;1531 VII 3;1531_07_03;nein;1531;Altled|Egglfing;ja;"1531 VII 3 Erbschaftssache: Hanns Altleder auf der Altled als Gewalttrager; Leopold Loser zu Eklfing; Hanns Ecklberger, bürger zu Stein. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960)";Hanns Altleder|Leopold Loser|Hanns Ecklberger;hanns_altleder|leopold_loser|hanns_ecklberger;nein;Rechtswesen|Vermögen und Finanzen;"Ortsidentifikation unsicher: vermutlich Egglfing (Regest nennt ""Eklfing"")";StaAKr-0716a
StaAKr-0716b;1531 VIII 11;1531_08_11;nein;1531;Eggenburg|Wullersdorf;ja;"1531 VIII 11 Erbschaftssache: Caspar Peham, Bürger und Stadtschreiber zu Eggenburg; Linhart Pants, Mitbürger zu Wuldenstorf; Kofler, Bürger zu Krems. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960)";Caspar Peham|Linhart Pants|Kofler;caspar_peham|linhart_pants|kofler_1531;nein;Bevölkerung und Bevölkerungsgruppen|Rechtswesen|Vermögen und Finanzen;"Ortsidentifikation unsicher: vermutlich Wullersdorf (Regest nennt ""Wuldenstorf"")";StaAKr-0716b
StaAKr-0716c;1531 VIII 24;1531_08_24;nein;1531;Rastenberg;nein;"1531 VIII 24, Rastenberg Erbschaftssache: Wilhelm von Neydorf; Wolfgang und hanns Maurer. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960)";Wilhelm von Neydorf|Wolfgang Maurer|Hanns Maurer;wilhelm_von_neydorf|wolfgang_maurer|hanns_maurer;nein;Rechtswesen|Vermögen und Finanzen;;StaAKr-0716c
StaAKr-0716d;1531 VIII 29;1531_08_29;nein;1531;Langenlois|Krems;nein;"1531 VIII 29 Erbschaftssache: Wolfgang Kuntz von Laytendorf; Lamprecht Schuster von Langenlois; Jörgen Pränntl, Fleischhackerknecht zu Stain. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960)";Wolfgang Kuntz von Laytendorf|Lamprecht Schuster von Langenlois|Jörgen Pränntl;wolfgang_kuntz_von_laytendorf|lamprecht_schuster_von_langenlois|joergen_praenntl;nein;Bevölkerung und Bevölkerungsgruppen|Rechtswesen|Vermögen und Finanzen;;StaAKr-0716d
StaAKr-0717;1531 IX 26;1531_09_26;nein;1531;Melk;nein;1531 IX 26 Schreiben des Abtes von Melk, daß er wegen rückständigen Grunddienstes die Feldfrüchte in Beschlag nehmen werde. Christophen Koller von Krems, Wolfgang, Abt von Melk. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Christophen Koller|Abt Wolfgang;christophen_koller|abt_wolfgang;nein;Rechtswesen|Vermögen und Finanzen|Wirtschaft;;StaAKr-0717
StaAKr-0717a;1531 XI 24;1531_11_24;nein;1531;Schwertberg|Ternberg;ja;"1531 XI 24 Erbschaftssache: Leonhart Schmid, Bürger zu Schwertberg; Wolfgang Schmid, Bürger zu Termberg; Schuster, Bürger zu Stain. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960)";Leonhart Schmid|Wolfgang Schmid|Schuster;leonhart_schmid|wolfgang_schmid|schuster_1531;nein;Bevölkerung und Bevölkerungsgruppen|Rechtswesen|Vermögen und Finanzen;"Ortsidentifikation unsicher: vermutlich Ternberg (Regest nennt ""Termberg"")";StaAKr-0717a
StaAKr-0718;1531 XI 27;1531_11_27;nein;1531;Wien;nein;1531 XI 27 Ferdinand bewilligt eine neue Ratswahl. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Ferdinand I.;ferdinand_i;nein;Politik|Verwaltung;;StaAKr-0718
StaAKr-0718a;1531 XII 1;1531_12_01;nein;1531;Krems;nein;"1531 XII 1 Erbschaftssache: Christoph Wagant, Kürschner und Anna, seine Hausfrau; Wolfgangen Prantzmair, Bürger zu Krems; Wolfgang Cienbacher, Bürger zu Krems. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960)";Christoph Wagant|Anna Wagant|Wolfgang Prantzmair|Wolfgang Cienbacher;christoph_wagant|anna_wagant|wolfgang_prantzmair|wolfgang_cienbacher;nein;Bevölkerung und Bevölkerungsgruppen|Rechtswesen|Vermögen und Finanzen|Wirtschaft;;StaAKr-0718a
StaAKr-0719;1531 XII 19;1531_12_19;nein;1531;Wien;nein;1531 XII 19 Ferdinand bestätigt seine neue Ratswahl. Wolfgang Karlinger, Pfleger zu Stein. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Ferdinand I.|Wolfgang Karlinger;ferdinand_i|wolfgang_karlinger;nein;Politik|Verwaltung;;StaAKr-0719
StaAKr-0720;1532 IV 19;1532_04_19;nein;1532;Krems;nein;1532 IV 19 Stiftsbrief über 5/4 Weingarten in der Wieden von Christoph Vincentzo, Ratsbürger zu Stein an das Spital von Krems. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Christoph Vincentzo;christoph_vincentzo;nein;Soziales Leben|Vermögen und Finanzen|Wirtschaft;;StaAKr-0720
StaAKr-0721;1532 V 25;1532_05_25;nein;1532;Hardegg;nein;1532 V 25 Der Graf von Hardegg berichtet beiden Städten, daß Spanier durch das Land ziehen und schrecklichen Mutwillen treiben. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Graf von Hardegg;graf_von_hardegg;nein;Politik|Rechtswesen|Soziales Leben;;StaAKr-0721
StaAKr-0722;1532 VI 13;1532_06_13;nein;1532;Wien;nein;1532 VI 13 Ständisches Steuer- Patent. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);;;nein;Vermögen und Finanzen|Verwaltung;;StaAKr-0722
StaAKr-0723;1532 VII 2;1532_07_02;nein;1532;Wien;nein;1532 VII 2 Die Stände fordern Deputierte nach Wien. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);;;nein;Politik|Verwaltung;;StaAKr-0723
StaAKr-0724;1532 VIII 23;1532_08_23;nein;1532;Krems;nein;1532 VIII 23 Befehl, das Kriegsvolk, welches aus dem Reiche hierher kommt betreffend. Wolfgang von Roggendorf, Ulrich von Eyzing. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Wolfgang von Roggendorf|Ulrich von Eyzing;wolfgang_von_roggendorf|ulrich_von_eyzing;nein;Politik|Verwaltung;;StaAKr-0724
StaAKr-0725;1532 VIII 23;1532_08_23;nein;1532;Wien;nein;1532 VIII 23 Der oberste Feldhauptmann Cazianer fordert Deputierte zum Hof- Kriegsrat. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Cazianer;cazianer_1532;nein;Politik|Verwaltung;;StaAKr-0725
StaAKr-0726;1532 IX 9;1532_09_09;nein;1532;Wien;nein;1532 IX 9 König Ferdinand gibt die Zusage, daß die Stadt Krems in Zukunft nicht mehr mit fremden Kriegsvolk belegt werden soll (wegen Feuersbrunst). Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);Ferdinand I.;ferdinand_i;nein;Politik|Soziales Leben|Stadt und Raum|Verwaltung;;StaAKr-0726
StaAKr-0727;1532 IX 12;1532_09_12;nein;1532;Ybbs an der Donau|Enns;nein;1532 IX 12 Der Stadtrichter von Ybbs meldet, daß die Türken bis an die Enns streifen und bittet um Hilfe. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);;;nein;Politik|Rechtswesen;;StaAKr-0727
StaAKr-0728;1532 IX 12;1532_09_12;nein;1532;Scheibbs|Pöggstall;nein;1532 IX 12 Nachricht von Scheibbs und Pöggstall über den Streifzug der Türken. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960);;;nein;Politik|Rechtswesen;;StaAKr-0728
StaAKr-0720a;1532 X 31;1532_10_31;nein;1532;Stuttgart|Wien;nein;"1532 X 31 Erbschaftssache: Jacob Püchler von Stuttgart; Ludwig Grawen von Lotran Proffos zu stain; Gerhart Kanttengießer vom alten Dom, Mitbürger zu Wien. Source Regest: Harry Kühnel, Stadtarchiv Krems. Urkunden 1108-1844 (Krems 1960)";Jacob Püchler|Ludwig Grawen|Gerhart Kanttengießer;jacob_puechler|ludwig_grawen|gerhart_kanttengiesser;nein;Bevölkerung und Bevölkerungsgruppen|Rechtswesen|Vermögen und Finanzen;;StaAKr-0720a
StaAKr-0729;1533 IV 18;1533_04_18;nein;1533;Krems;nein;1533 IV 18 Beschwerde der Bäcker über das Brotbacken der Müller und Hauer.;;;nein;Rechtswesen|Wirtschaft;;StaAKr-0729
StaAKr-0730;1533 IV 24;1533_04_24;nein;1533;Krems;nein;1533 IV 24 König Ferdinand befiehlt, der Stadt Krems durch vier folgende Jahre die Hälfte des Steueranschlages nachzulassen, um den erlittenen Schaden durch das spanische Kriegsvolk wieder gutzumachen.;Ferdinand I.;ferdinand_i;nein;Politik|Vermögen und Finanzen|Verwaltung;;StaAKr-0730
StaAKr-0731;1533 V 19;1533_05_19;nein;1533;Passau;nein;1533 V 19 Ernst, Herzog von Bayern als Administrator von Passau interzidiert in einer Verlassenschaftsangelegenheit.;Ernst von Bayern;ernst_von_bayern_1500;nein;Rechtswesen|Vermögen und Finanzen;;StaAKr-0731
StaAKr-0733;1533 VIII 23;1533_08_23;nein;1533;Wien;nein;1533 VIII 23 Die Regierung fordert Deputierte zur Errichtung einer Holzordnung.;;;nein;Politik|Stadt und Raum|Verwaltung;;StaAKr-0733
StaAKr-0732;1533 VIII 28;1533_08_28;nein;1533;Göttweig|Altenburg im Waldviertel|Schollach;ja;1533 VIII 28 Ein abgefallener Benediktiner - Mönch soll allhier nicht geduldet werden. Abt von Göttweig, Abt von Altenburg, Abt von Schollen.;;;nein;Rechtswesen|Religion;"Ortsidentifikation unsicher: vermutlich Schollach (Regest nennt ""Schollen"")";StaAKr-0732
StAK-Stein-2028;1533 IX 2;1533_09_02;nein;1533;Stein;nein;Ferdinand I. bewilligt der Fronleichnams- und Hauerzeche in Stein die Abrechnung dem Mautner zu Stein vorzulegen und den Überschuß zur Befestigung der Stadt zu verwenden.;Ferdinand I.;ferdinand_i;nein;Politik|Stadt und Raum|Vermögen und Finanzen;;StAK-Stein-2028
StaAKr-0734;1533 XI 12;1533_11_12;nein;1533;Krems;nein;1533 XI 12 2 sektische Buchführer sollen mit Ruten gepeitscht werden.;;;nein;Rechtswesen|Religion;;StaAKr-0734
StaAKr-0735;1533 XII 9;1533_12_09;nein;1533;Wien;nein;1533 XII 9 Bewilligung einer neuen Ratswahl.;;;nein;Politik;;StaAKr-0735
StaAKr-0735a;1534 II 6;1534_02_06;nein;1534;Rosenheim|Krems;nein;1534 II 6 Erbschaftssache: Caspar Hurfschmid, Bürger zu Rosenheim, Wolfgang Schwaizer aus der Schwaiz, Dorothea, Wolfgang Käuners Witwe zu Krems.;Caspar Hurfschmid|Wolfgang Schwaizer|Dorothea Käuner|Wolfgang Käuner;caspar_hurfschmid|wolfgang_schwaizer|dorothea_kaeuner|wolfgang_kaeuner;nein;Bevölkerung und Bevölkerungsgruppen|Rechtswesen|Vermögen und Finanzen;;StaAKr-0735a
StaAKr-0735b;1534 IV 2;1534_04_02;nein;1534;Karlstadt;ja;"1534 IV 2 Erbschaftssache: Hanns Hoefer im Dorf Karlburg, Bistum Würzburg; Hanns Losthart zu Krems.";Hanns Hoefer|Hanns Losthart;hanns_hoefer|hanns_losthart;nein;Rechtswesen|Vermögen und Finanzen;"Ortsidentifikation unsicher: vermutlich Karlstadt (Regest nennt ""Karlburg"")";StaAKr-0735b
StaAKr-0736;1534 IX 30;1534_09_30;nein;1534;Krems;nein;1534 IX 30 Kaufbrief. Wolfgang Steyricker, Bürger zu Krems und Katharina, seine Hausfrau vekaufen die Brandstätte neben dem Brunnen am St. Veits - Friedhof.;Wolfgang Steyricker|Katharina Steyricker;wolfgang_steyrecker|katharina_steyricker;nein;Stadt und Raum|Vermögen und Finanzen;;StaAKr-0736
StaAKr-0737;1534 XII 22;1534_12_22;nein;1534;Wien;nein;1534 XII 22 Bestätigung der neuen Ratswahl. Wolfgang Karlinger, Pfleger zu Stein, Heinrich Recken, Mautner.;Wolfgang Karlinger|Heinrich Recken;wolfgang_karlinger|heinrich_reck;nein;Politik|Verwaltung;;StaAKr-0737
StaAKr-0738;1534 XII 29;1534_12_29;nein;1534;Wien;nein;1534 XII 29 Bestätigung der neuen Ratswahl für das Jahr 1535.;;;nein;Politik|Verwaltung;;StaAKr-0738
StaAKr-0738a;1535 II 27;1535_02_27;nein;1535;Lechtenbach;ja;1535 II 27 Erbschaftssache: Georg von Musling und Johann Zerrer, Hanns Grapler zu Lechtenpach, Hannsen Kraußpecken, Bürger zu Krems.;Georg von Musling|Johann Zerrer|Hanns Grapler|Hannsen Kraußpecken;georg_von_musling|johann_zerrer|hanns_grapler|hannsen_krausspecken;nein;Rechtswesen|Vermögen und Finanzen;"Ortsidentifikation unsicher: vermutlich Lechtenbach (Regest nennt ""Lechtenpach"")";StaAKr-0738a
StaAKr-0738b;1535 VII 12;1535_07_12;nein;1535;Krems;nein;1535 VII 12 Erbschaftssache: Thomas Ratgeb, Leopold Drescher, Hanns Thuetl, alles Bürger beider Städte, Georg Schreckler Mitbürger daselbst, Hanns und Hermann Schneider, Bürger zu Krems.;Thomas Ratgeb|Leopold Drescher|Hanns Thuetl|Georg Schreckler|Hanns Schneider|Hermann Schneider;thomas_ratgeb|leopold_drescher|hanns_thuetl|georg_schreckler|hanns_schneider|hermann_schneider;nein;Bevölkerung und Bevölkerungsgruppen|Rechtswesen|Vermögen und Finanzen;;StaAKr-0738b
StaAKr-0739;1536 I 17;1536_01_17;nein;1536;Langenlois;nein;1536 I 17 Auftrag, den neuen Rat von Langenlois in Eid und Pflicht zu nehmen.;;;nein;Politik|Verwaltung;;StaAKr-0739
StaAKr-0740;1536 VI 10;1536_06_10;nein;1536;Persenbeug;nein;1536 VI 10 Wilhelm Freiherr von Roggendorf will zu Persenbeug eine Brücke über die Donau schlagen, worüber von beiden Städten Bericht abgefordert wurde.;Wilhelm Freiherr von Roggendorf;wilhelm_freiherr_von_roggendorf;nein;Stadt und Raum|Verwaltung;;StaAKr-0740
StaAKr-0740a;1536 VI 23;1536_06_23;nein;1536;Krems|Hofarnsdorf;ja;1536 VI 23 Erbschaftssache: Blasi Holzwart, Bürger zu Babrunhausen als Anwalt statt Hannsen Nuber und Thomas Siwartz und dem Freiherr von Hohen- Arnsbruck zu Babrunhausen und Brandenbug und Hannsen Kreitmair, Bürger zu Krems.;Blasi Holzwart|Hannsen Nuber|Thomas Siwartz|Hannsen Kreitmair;blasi_holzwart|hannsen_nuber|thomas_siwartz|hannsen_kreitmair;nein;Rechtswesen|Vermögen und Finanzen;Ortsidentifikation unsicher: Hofarnsdorf (nicht eindeutig aus dem Regest-Text ableitbar);StaAKr-0740a
StaAKr-0741;1536 VII 29;1536_07_29;nein;1536;Wien;nein;1536 VII 29 Ausschreibung eines Landtages wegen des Türken- Einfalles.;;;nein;Politik|Verwaltung;;StaAKr-0741
StaAKr-0742;1536 IX 13;1536_09_13;nein;1536;Langenlois;nein;1536 IX 13 Befehl, einige Mordbrenner von Langenlois in das hiesige Landgericht zu übernehmen.;;;nein;Rechtswesen|Verwaltung;;StaAKr-0742
StaAKr-0743;1536 X 19;1536_10_19;nein;1536;Krems;nein;1536 X 19 Ferdinand befiehlt, den Prozeß gegen einige Mordbrenner aus Langenlois bald zu beendigen.;Ferdinand I.;ferdinand_i;nein;Rechtswesen|Verwaltung;;StaAKr-0743
StaAKr-0744;1536 XI 27;1536_11_27;nein;1536;Wien;nein;1536 XI 27 Ferdinand befiehlt, daß beide Städte sich über die angesprochene Mautfreiheit mit den Privilegien ausweisen.;Ferdinand I.;ferdinand_i;nein;Politik|Rechtswesen|Verwaltung|Wirtschaft;;StaAKr-0744
StaAKr-0745;1536 XII 4;1536_12_04;nein;1536;Wien;nein;1536 XII 4 Bewilligung zu einer neuen Ratswahl.;;;nein;Politik|Verwaltung;;StaAKr-0745
StaAKr-0746;1536 XII 22;1536_12_22;nein;1536;Wien;nein;1536 XII 22 Bestätigung der neuen Ratswahl.;;;nein;Politik;;StaAKr-0746
StAK-Stein-2029;1537 I 9;1537_01_09;nein;1537;Stein;nein;"Die Brüder Christoph und Hans von Kharling verkaufen ihre ""pranntstat"" in Stein an Bürgermeister und Rat der Stadt.";Christoph von Kharling|Hans von Kharling;christoph_von_kharling|hans_von_kharling;nein;Stadt und Raum|Vermögen und Finanzen;;StAK-Stein-2029
StaAKr-0747;1537 V 19;1537_05_19;nein;1537;Wien;nein;1537 V 19 Die landesfürstliche Kammer bedeutet beiden Städten, daß sie die Maut bezahlen müssen, wenn sie nicht das Privilegium vorzeigen.;;;nein;Vermögen und Finanzen|Verwaltung|Wirtschaft;;StaAKr-0747
StaAKr-0774a;1537 IX 14;1537_09_14;nein;1537;Krems;nein;1537 IX 14 Erbschaftssache: Matheus Eschey, Bürger zu Krems, Wolfgangen Wittiber, Bürger zu Krems.;Matheus Eschey|Wolfgangen Wittiber;matheus_eschey|wolfgang_wittiber;nein;Bevölkerung und Bevölkerungsgruppen|Rechtswesen|Vermögen und Finanzen;;StaAKr-0774a
StaAKr-0748;1537 X 18;1537_10_18;nein;1537;Wien;nein;1537 X 18 Ferdinand fordert von beiden Städten 400 fl. Kriegssteuer.;Ferdinand I.;ferdinand_i;nein;Politik|Vermögen und Finanzen;;StaAKr-0748
StaAKr-0749;1537 XII 12;1537_12_12;nein;1537;Wien;nein;1537 XII 12 Bewilligung einer neuen Ratswahl.;;;nein;Politik|Verwaltung;;StaAKr-0749
StaAKr-0750;1537 XII 29;1537_12_29;nein;1537;Wien;nein;1537 XII 29 Bestätigung der neuen Ratswahl.;;;nein;Politik;;StaAKr-0750
StaAKr-0751;1538;1538_00_00;ja;1538;Krems;nein;1538 Gegenvorstellung des Schlüselamtmannes gegen die von den Bürgern angesprochene Mautfreiheit.;;;nein;Rechtswesen|Wirtschaft;Datierung unsicher: Nur Jahresangabe im Quellentext überliefert, kein exaktes Tages-/Monatsdatum.;StaAKr-0751
StaAKr-0752;1538 I 8;1538_01_08;nein;1538;Langenlois;nein;1538 I 8 Auftrag, den neu gewählten Rat von Langenlois in Eid und Pflicht zu nehmen.;;;nein;Politik|Verwaltung;;StaAKr-0752
StaAKr-0753;1538 III 14;1538_03_14;nein;1538;Wien;nein;1538 III 14 Befehl, die Bestätigun der Privilegien einzuschicken.;;;nein;Politik|Verwaltung;;StaAKr-0753
StaAKr-0754;1538 V 24;1538_05_24;nein;1538;Langenlois;nein;1538 V 24 Moritz Kaiser von Langenlois wird verdächtigt, einen Landsknecht entleibt zu haben und wird auf einen Rechtstag vorgeladen.;Moritz Kaiser;moritz_kaiser;nein;Rechtswesen;;StaAKr-0754
StaAKr-0755;1538 VI 1;1538_06_01;nein;1538;Krems;nein;1538 VI 1 Befehl zur Revision eines Urteiles des Stadtrichters. Heinrich Reck, Mautner zu Stein, Maximilian Wimberger, Bürger zu Krems, Hanns Burkhart.;Heinrich Reck|Maximilian Wimberger|Hanns Burkhart;heinrich_reck|maximilian_wimberger|hanns_burkhart;nein;Rechtswesen;;StaAKr-0755
StaAKr-0756;1538 VII 5;1538_07_05;nein;1538;Wien;nein;1538 VII 5 Ferdinand befiehlt bei einer Strafe von 500 Goldgulden, die Warenmaut zu bezahlen oder das Privilegium vorzuzeigen.;Ferdinand I.;ferdinand_i;nein;Rechtswesen|Vermögen und Finanzen|Wirtschaft;;StaAKr-0756
StaAKr-0757;1538 VII 25;1538_07_25;nein;1538;Krems;nein;1538 VII 25 Kaufbrief. Wolfgang Steyrecker, Bürger zu Krems kauft eine Brandstatt neben dem Brunnen auf dem St.Veits - Friedhof.;Wolfgang Steyrecker;wolfgang_steyrecker;nein;Religion|Stadt und Raum|Vermögen und Finanzen;;StaAKr-0757
StaAKr-0758;1538 VIII 12;1538_08_12;nein;1538;Krems;nein;1538 VIII 12 Pfarrer Andreas Römer klagt bei der Regierung, daß der Magistrat ihn an der Ausübung seines Widengerichtes hindere.;Andreas Römer;andreas_roemer;nein;Rechtswesen|Religion;;StaAKr-0758
StaAKr-0759;1538 IX 14;1538_09_14;nein;1538;Zlatá Koruna;ja;1538 IX 14 Beschwerde des Klosters Goldenkron, daß der Magisrat von jedem Eimer Wein 3 Pfennig Maut fordert.;;;nein;Religion|Vermögen und Finanzen|Wirtschaft;Ortsidentifikation unsicher: Zlatá Koruna (nicht eindeutig aus dem Regest-Text ableitbar);StaAKr-0759
StaAKr-0760;1538 X 13;1538_10_13;nein;1538;Zlatá Koruna;ja;1538 X 13 Das Kloster Goldenkron behauptet, steuerfrei zu sein.;;;nein;Religion|Vermögen und Finanzen;Ortsidentifikation unsicher: Zlatá Koruna (nicht eindeutig aus dem Regest-Text ableitbar);StaAKr-0760
StaAKr-0761;1538 XI 2;1538_11_02;nein;1538;Langenlois;nein;1538 XI 2 Der Marktrichter von Langenlois zeigt an, daß einige Personen dort verhaftet worden sind.;;;nein;Rechtswesen|Verwaltung;;StaAKr-0761
StaAKr-0762;1538 XI 9;1538_11_09;nein;1538;Langenlois;nein;1538 XI 9 Wolfgang Perk, Richter von Langenlois berichtet dem hiesigen Stadtrichter Sigmund Perner in einer Prozeßsache.;Wolfgang Perk|Sigmund Perner;wolfgang_perk|sigmund_perner;nein;Rechtswesen;;StaAKr-0762
StaAKr-0763;1538 XI 29;1538_11_29;nein;1538;Krems;nein;1538 XI 29 Ferdiand befiehlt, die auf der Donau herabziehenden Wiedertäufer anzuhalten.;Ferdiand I.;ferdinand_i;nein;Bevölkerung und Bevölkerungsgruppen|Rechtswesen|Religion;;StaAKr-0763
StaAKr-0764;1538 XII 1;1538_12_01;nein;1538;Krems;nein;1538 XII 1 Ferdinand ersucht den Magistrat, seinem früheren Hartschier und jetzigen Mautbeschauer Heinrich Sibold ein bürgerliches Gewerbe treiben zu lassen.;Ferdinand I.|Heinrich Sibold;ferdinand_i|heinrich_sibold;nein;Bevölkerung und Bevölkerungsgruppen|Verwaltung|Wirtschaft;;StaAKr-0764
StaAKr-0765;1538 XII 8;1538_12_08;nein;1538;Wien;nein;1538 XII 8 Bewilligung einer neuen Ratswahl für beide Städte.;;;nein;Politik|Verwaltung;;StaAKr-0765
StaAKr-0766;1538 XII 23;1538_12_23;nein;1538;Wien;nein;1538 XII 23 Ferdinand bestätigt die Wahl, ordnet jedoch an, daß statt Benedict Hallmer und Benedikt Rauftl zwei andere Ratsherrn bestellt werden.;Ferdinand I.|Benedict Hallmer|Benedikt Rauftl;ferdinand_i|benedict_hallmer|benedikt_rauftl;nein;Politik|Verwaltung;;StaAKr-0766
StaAKr-0767;1539;1539_00_00;ja;1539;Dürnstein;nein;"1539 5 Kauf- und Geschäftsbriefe. Hanns Ernhofer, Tuchmacher, Bürger zu Tatschitz; Leopold Wurtzpacher, Bürger zu Krems; Thomas Nesslbeck, Stadtschreiber; Hanns Georg Prukstaller zu Dürnstein; Caspar Richter, Fleischhacker.";Hanns Ernhofer|Leopold Wurtzpacher|Thomas Nesslbeck|Hanns Georg Prukstaller|Caspar Richter;hanns_ernhofer|leopold_wurtzpacher|thomas_nesslbeck|hanns_georg_prukstaller|caspar_richter;nein;Vermögen und Finanzen|Wirtschaft;Datierung unsicher: Nur Jahresangabe im Quellentext überliefert, kein exaktes Tages-/Monatsdatum.;StaAKr-0767
StaAKr-0768;1539 I 4;1539_01_04;nein;1539;Wien;nein;1539 I 4 Ferdinand übersendet eine Eingabe des Stadtrichters Hans Ernst und fordert Bericht darüber.;Ferdinand I.|Hans Ernst;ferdinand_i|hans_ernst;nein;Politik|Verwaltung;;StaAKr-0768
StaAKr-0769;1539 I 18;1539_01_18;nein;1539;Langenlois;nein;1539 I 18 Befehl, den neu gewählten Rat von Langenlois in Eid und Pflicht zu nehmen.;;;nein;Politik|Verwaltung;;StaAKr-0769
